,0
359,36954  >  88 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
360,36954  >  3851 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
361,36954  >  1218 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
362,36954  >  901 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
363,36954  >  33 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
364,36954  >  3689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
365,36954  >  32770 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
366,36954  >  9200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
367,36954  >  636 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
368,36954  >  5051 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
369,36954  >  2366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
370,36954  >  1461 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
371,36954  >  6567 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
372,36954  >  1 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
373,36954  >  7200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
374,36954  >  720 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
375,36954  >  2381 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
376,36954  >  1503 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
377,36954  >  1042 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
378,36954  >  13783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
379,36954  >  7002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
380,36954  >  48080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
381,36954  >  6547 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
382,36954  >  1068 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
383,36954  >  32780 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
384,36954  >  2049 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
385,36954  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
386,36954  >  7911 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
387,36954  >  2034 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
388,36954  >  514 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
389,36954  >  1054 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
390,36954  >  3367 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
391,36954  >  1641 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
392,"1723  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
393,"49156  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
394,36954  >  27352 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
395,36954  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
396,36954  >  8652 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
397,36954  >  6839 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
398,36954  >  306 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
399,36954  >  45100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
400,36954  >  6025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
401,36954  >  6699 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
402,36954  >  3690 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
403,36954  >  5510 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
404,36954  >  2008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
405,36954  >  6543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
406,36954  >  8192 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
407,36954  >  8290 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
408,36954  >  1114 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
409,36954  >  2604 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
410,36954  >  5800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
411,36954  >  1501 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
412,36954  >  6789 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
413,36954  >  49167 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
414,36954  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
415,36954  >  33899 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
416,36954  >  1046 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
417,36954  >  10009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
418,36954  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
419,36954  >  1112 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
420,36954  >  3914 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
421,36954  >  912 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
422,36954  >  7103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
423,36954  >  1812 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
424,36954  >  14238 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
425,36954  >  481 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
426,36954  >  1296 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
427,36954  >  2179 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
428,36954  >  6002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
429,36954  >  1099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
430,36954  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
431,36954  >  6668 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
432,36954  >  8180 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
433,36954  >  3827 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
434,36954  >  20 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
435,36954  >  1065 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
436,36954  >  1187 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
437,36954  >  4004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
438,36954  >  4343 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
439,36954  >  5859 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
440,36954  >  89 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
441,36954  >  2013 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
442,36954  >  32777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
443,36954  >  1234 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
444,36954  >  1801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
445,36954  >  2041 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
446,36954  >  1059 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
447,36954  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
448,36954  >  1149 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
449,36954  >  3283 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
450,36954  >  1244 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
451,36954  >  144 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
452,36954  >  1119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
453,36954  >  19350 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
454,36954  >  800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
455,36954  >  55055 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
456,36954  >  8001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
457,36954  >  163 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
458,36954  >  9101 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
459,36954  >  4242 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
460,36954  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
461,36954  >  667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
462,36954  >  10215 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
463,36954  >  255 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
464,36954  >  808 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
465,36954  >  6129 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
466,36954  >  63331 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
467,36954  >  3800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
468,36954  >  9010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
469,36954  >  4126 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
470,36954  >  6669 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
471,36954  >  5500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
472,36954  >  57797 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
473,36954  >  10003 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
474,36954  >  32773 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
475,36954  >  444 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
476,36954  >  4224 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
477,36954  >  8222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
478,36954  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
479,36954  >  8002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
480,36954  >  10024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
481,36954  >  8085 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
482,36954  >  1096 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
483,36954  >  16012 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
484,36954  >  5960 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
485,36954  >  3013 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
486,36954  >  1521 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
487,36954  >  17988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
488,36954  >  2383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
489,36954  >  3351 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
490,36954  >  18988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
491,36954  >  1108 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
492,36954  >  5959 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
493,36954  >  1947 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
494,36954  >  26214 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
495,36954  >  3527 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
496,36954  >  4125 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
497,36954  >  7741 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
498,36954  >  3221 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
499,36954  >  5678 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
500,36954  >  70 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
501,36954  >  668 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
502,36954  >  1164 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
503,36954  >  16018 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
504,36954  >  714 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
505,36954  >  9103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
506,36954  >  10617 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
507,36954  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
508,36954  >  3766 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
509,36954  >  512 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
510,36954  >  10778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
511,36954  >  1311 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
512,36954  >  1433 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
513,36954  >  10025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
514,36954  >  515 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
515,36954  >  3011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
516,36954  >  4 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
517,36954  >  2800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
518,36954  >  5431 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
519,36954  >  2393 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
520,36954  >  3007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
521,36954  >  900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
522,36954  >  1443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
523,36954  >  3322 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
524,36954  >  464 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
525,36954  >  85 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
526,36954  >  16080 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
527,36954  >  4443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
528,36954  >  5566 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
529,36954  >  705 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
530,36954  >  1175 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
531,36954  >  6112 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
532,36954  >  32783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
533,36954  >  783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
534,36954  >  2701 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
535,36954  >  2967 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
536,36954  >  7435 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
537,36954  >  1061 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
538,36954  >  5214 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
539,36954  >  5679 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
540,36954  >  548 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
541,36954  >  3784 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
542,36954  >  9593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
543,36954  >  1100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
544,36954  >  49165 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
545,36954  >  50002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
546,36954  >  5998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
547,36954  >  2000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
548,36954  >  1037 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
549,36954  >  2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
550,36954  >  5280 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
551,36954  >  9050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
552,36954  >  5922 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
553,36954  >  1051 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
554,36954  >  4662 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
555,36954  >  9415 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
556,"2135  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
557,"9418  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
558,"22939  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
559,"32782  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
560,"1166  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
561,"2111  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
562,"2200  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
563,"1073  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
564,"880  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
565,"1783  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
566,"3  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
567,"9999  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
568,"5925  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
569,"6123  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
570,"340  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
571,"2009  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
572,"10629  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
573,"1840  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
574,"19283  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
575,"10002  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
576,"2910  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
577,"2007  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
578,"34571  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
579,"1148  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
580,"3300  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
581,"1864  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
582,"987  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
583,"49176  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
584,"7  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
585,"683  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
586,"7938  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
587,"8082  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
588,"416  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
589,"1152  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
590,"425  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
591,"2006  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
592,"981  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
593,"16113  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
594,"1045  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
595,"1033  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
596,"6001  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
597,"1719  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
598,"9102  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
599,"32779  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
600,"1217  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
601,"1213  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
602,"1839  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
603,"2522  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
604,"8193  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
605,"1761  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
606,"9040  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
607,"2222  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
608,"4550  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
609,"1072  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
610,"9110  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
611,"8099  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
612,"7007  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
613,"3878  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
614,"1198  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
615,"3168  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
616,"555  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
617,"64680  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
618,"2909  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
619,"41511  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
620,"9290  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
621,"8194  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
622,"1782  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
623,"5221  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
624,"49  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
625,"1038  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
626,"3703  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
627,"1041  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
628,"2047  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
629,"254  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
630,"5405  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
631,"7025  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
632,"16016  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
633,"1009  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
634,"617  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
635,"3995  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
636,"6689  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
637,"42  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
638,"49999  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
639,"8200  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
640,"25735  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
641,"1900  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
642,"2103  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
643,"8994  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
644,"545  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
645,"3372  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
646,"1053  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
647,"2702  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
648,"52822  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
649,"17  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
650,"1105  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
651,"9898  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
652,"5801  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
653,"9099  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
654,"8000  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
655,"1124  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
656,"161  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
657,"1107  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
658,"593  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
659,"5555  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
660,"1043  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
661,"2038  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
662,"3371  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
663,"2608  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
664,"7627  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
665,"7100  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
666,"1040  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
667,"125  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
668,"88  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
669,"3851  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
670,"1218  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
671,"901  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
672,"33  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
673,"3689  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
674,"32770  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
675,"9200  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
676,"636  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
677,"5051  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
678,"2366  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
679,"1461  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
680,"6567  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
681,"1  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
682,"7200  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
683,"720  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
684,"2381  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
685,"1503  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
686,"1042  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
687,"13783  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
688,"7002  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
689,"48080  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
690,"6547  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
691,"1068  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
692,"32780  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
693,"2049  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
694,"3000  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
695,"7911  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
696,"2034  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
697,"514  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
698,"1054  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
699,"3367  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
700,"1641  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
701,"27352  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
702,"4005  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
703,"8652  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
704,"6839  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
705,"306  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
706,"45100  >  36954 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
